label,gry,b,g,r,h,s,v,l,a,bl,gry_std,b_std,g_std,r_std,h_std,s_std,v_std,l_std,a_std,bl_std,gry_min,b_min,g_min,r_min,h_min,s_min,v_min,l_min,a_min,bl_min,orb_gry1,orb_gry2,orb_gry3,orb_gry4,orb_gry5,orb_gry6,orb_gry7,orb_gry8,orb_gry9,orb_gry10,orb_gry11,orb_gry12,orb_gry13,orb_gry14,orb_gry15,orb_gry16,orb_gry17,orb_gry18,orb_gry19,orb_gry20,orb_b1,orb_b2,orb_b3,orb_b4,orb_b5,orb_b6,orb_b7,orb_b8,orb_b9,orb_b10,orb_b11,orb_b12,orb_b13,orb_b14,orb_b15,orb_b16,orb_b17,orb_b18,orb_b19,orb_b20,orb_g1,orb_g2,orb_g3,orb_g4,orb_g5,orb_g6,orb_g7,orb_g8,orb_g9,orb_g10,orb_g11,orb_g12,orb_g13,orb_g14,orb_g15,orb_g16,orb_g17,orb_g18,orb_g19,orb_g20,orb_r1,orb_r2,orb_r3,orb_r4,orb_r5,orb_r6,orb_r7,orb_r8,orb_r9,orb_r10,orb_r11,orb_r12,orb_r13,orb_r14,orb_r15,orb_r16,orb_r17,orb_r18,orb_r19,orb_r20,orb_l1,orb_l2,orb_l3,orb_l4,orb_l5,orb_l6,orb_l7,orb_l8,orb_l9,orb_l10,orb_l11,orb_l12,orb_l13,orb_l14,orb_l15,orb_l16,orb_l17,orb_l18,orb_l19,orb_l20,orb_a1,orb_a2,orb_a3,orb_a4,orb_a5,orb_a6,orb_a7,orb_a8,orb_a9,orb_a10,orb_a11,orb_a12,orb_a13,orb_a14,orb_a15,orb_a16,orb_a17,orb_a18,orb_a19,orb_a20,orb_bl1,orb_bl2,orb_bl3,orb_bl4,orb_bl5,orb_bl6,orb_bl7,orb_bl8,orb_bl9,orb_bl10,orb_bl11,orb_bl12,orb_bl13,orb_bl14,orb_bl15,orb_bl16,orb_bl17,orb_bl18,orb_bl19,orb_bl20,orb_h1,orb_h2,orb_h3,orb_h4,orb_h5,orb_h6,orb_h7,orb_h8,orb_h9,orb_h10,orb_h11,orb_h12,orb_h13,orb_h14,orb_h15,orb_h16,orb_h17,orb_h18,orb_h19,orb_h20,orb_s1,orb_s2,orb_s3,orb_s4,orb_s5,orb_s6,orb_s7,orb_s8,orb_s9,orb_s10,orb_s11,orb_s12,orb_s13,orb_s14,orb_s15,orb_s16,orb_s17,orb_s18,orb_s19,orb_s20,orb_v1,orb_v2,orb_v3,orb_v4,orb_v5,orb_v6,orb_v7,orb_v8,orb_v9,orb_v10,orb_v11,orb_v12,orb_v13,orb_v14,orb_v15,orb_v16,orb_v17,orb_v18,orb_v19,orb_v20
0,77.60282169,29.35980958,93.37789016,65.00132362,43.53277685,176.8351288,93.38826491,92.13637894,106.0768313,160.0678567,16.17101857,12.61091332,17.13312374,17.06456894,2.15396612,25.52458874,17.16724749,17.72237872,2.555015776,5.148715799,20,1,29,11,20,47,29,21,97,140,26,8,27,14,17,7,5,15,10,13,36,7,25,14,12,21,22,10,16,9,15,16,11,16,4,16,17,62,11,26,17,17,14,13,10,10,10,19,15,31,26,17,36,65,7,11,9,30,13,16,8,35,46,18,4,8,4,19,12,13,24,9,62,14,12,35,41,9,27,8,5,34,11,8,9,34,18,27,18,2,14,37,5,48,45,7,27,21,12,8,46,22,9,19,28,5,7,10,16,21,8,7,11,17,33,6,10,38,5,10,1,0,0,5,21,2,16,17,12,25,13,10,15,17,30,13,15,4,35,0,42,0,2,10,26,8,9,0,45,30,0,7,0,8,9,5,0,0,11,6,4,0,10,0,1,5,0,0,8,9,25,14,16,51,24,32,22,16,18,20,9,22,69,22,24,25,15,17,18,33,23,10,22,13,68,13,5,20,44,30,5,6,13,22,14,48,9,13,12,9
0,73.18812209,35.59878018,86.04437279,62.3102173,44.608977,152.4465958,86.05667961,85.29551637,109.4775411,153.899513,21.68798239,17.43547797,23.06905202,21.95787563,3.982106797,31.97814827,23.08904896,24.23811357,3.80209148,6.225231776,2,1,3,1,10,3,3,2,97,119,27,25,32,39,20,33,59,32,11,17,9,19,12,16,17,18,15,9,20,46,0,3,9,100,22,22,34,23,20,2,3,21,71,51,2,30,37,19,16,7,13,5,6,11,21,44,27,21,15,14,71,14,6,11,24,33,34,28,56,24,14,27,22,19,21,12,2,57,4,23,41,4,42,75,40,10,28,9,14,19,42,8,39,14,11,28,19,11,37,28,6,19,23,11,18,56,35,41,31,6,10,20,20,30,12,2,1,10,4,16,26,11,0,21,4,5,3,23,8,11,14,5,19,5,9,11,10,16,3,17,4,22,28,18,34,10,13,0,28,13,33,5,7,7,5,5,35,19,5,2,11,19,7,53,2,2,32,34,1,5,16,11,28,21,15,22,17,13,59,52,21,32,27,28,10,29,12,25,8,54,13,26,1,20,11,37,26,20,11,5,59,29,53,14,36,12,30,36,15,23
1,63.66153854,37.82281461,73.6184415,53.98201691,46.76131349,125.7084765,73.61893526,73.33136697,112.9657386,146.7822539,14.96183024,13.37800575,16.06744477,14.87192486,2.949611888,30.86630097,16.06977257,17.10447986,3.546371179,5.216341913,15,1,21,7,20,21,21,14,100,125,21,15,12,17,6,21,29,14,24,2,16,18,10,18,17,21,10,13,17,17,8,10,20,35,16,23,17,9,14,43,10,14,18,18,23,19,19,21,14,6,11,18,12,24,23,25,11,8,17,11,54,19,28,7,18,8,32,12,22,15,11,23,14,20,9,11,11,33,17,39,15,18,21,28,16,9,19,33,7,16,20,44,41,6,8,25,11,14,31,19,27,24,6,13,14,18,16,19,32,7,2,4,19,16,22,15,3,9,2,9,1,4,5,5,18,8,3,14,8,24,9,9,10,11,9,12,14,12,6,1,20,8,9,11,14,2,16,1,28,19,1,7,2,4,3,3,2,2,1,8,5,7,2,3,2,6,2,2,6,0,25,28,28,22,16,15,18,31,24,21,30,25,14,38,22,35,7,23,33,45,16,18,21,14,25,25,23,8,7,4,44,11,23,27,28,24,19,10,17,13
1,82.68364674,42.38234641,96.02763825,71.89583281,43.73138646,143.2958278,96.02881446,96.10725157,109.028658,155.2418082,11.86356788,13.56631494,12.01193608,13.11856121,2.354562654,29.45337347,12.01117284,12.58524477,3.153360928,5.638654325,30,1,35,20,13,20,35,32,98,129,27,19,7,3,6,14,8,16,5,6,22,12,10,17,27,27,18,15,8,5,7,12,30,22,17,17,21,18,22,19,24,12,14,6,15,14,10,15,22,10,11,16,10,34,16,12,11,14,28,3,21,7,39,10,15,8,12,15,14,8,9,10,21,21,18,21,12,13,18,7,22,30,8,13,17,18,15,9,24,14,22,12,19,25,7,24,5,14,12,15,47,17,12,11,19,13,6,15,12,11,2,11,8,23,14,11,3,2,1,5,0,1,1,1,8,0,2,16,12,13,6,2,4,16,15,10,9,6,20,0,24,0,6,0,18,3,9,0,26,11,5,1,0,3,3,3,1,3,1,1,1,2,0,2,2,6,3,0,3,3,36,15,34,26,37,21,35,28,28,26,16,16,16,16,14,19,23,18,30,46,9,15,18,18,31,12,20,18,6,4,18,12,19,10,15,43,4,12,11,10
1,92.99712721,39.58338999,110.9925208,78.06195404,43.87980224,165.472713,111.0646062,109.624597,103.5459736,162.9323409,12.44242376,13.23260186,11.65682311,15.12946902,2.850586213,21.29404191,11.97420557,12.32810288,2.931649035,3.812373455,47,1,63,31,19,28,63,59,96,138,11,9,4,14,4,7,3,12,13,5,6,11,7,11,12,15,8,13,7,4,32,41,2,11,6,8,9,11,21,11,8,15,5,5,9,9,20,17,20,45,15,5,19,21,15,12,2,3,7,6,7,22,69,16,16,9,14,10,6,5,7,8,8,10,15,10,50,12,58,15,12,19,13,10,8,10,10,9,15,8,6,18,10,21,19,15,7,4,16,17,61,4,5,3,6,11,4,5,9,43,0,7,48,27,8,0,6,7,8,14,0,0,0,0,4,1,7,8,14,3,4,7,8,10,17,4,28,34,7,0,16,0,3,5,21,0,6,0,19,15,0,4,2,3,4,2,0,0,5,10,0,0,6,0,7,5,0,0,3,0,28,30,14,12,27,37,20,20,18,19,27,11,41,25,23,32,12,22,28,25,4,6,67,4,23,10,15,15,23,13,9,5,9,14,16,23,10,1,7,8
0,83.72409656,42.27060493,96.29068032,74.90443307,42.19003658,144.2680127,96.29471836,96.78207267,110.1599659,155.7145769,14.78265211,14.0341896,15.26537237,16.02788738,2.889829338,27.82600177,15.26517706,15.89622462,2.823044094,5.687152892,18,1,21,16,8,30,21,15,98,132,9,15,3,6,6,24,25,20,22,3,12,32,9,6,21,24,11,10,10,21,4,8,22,18,13,14,26,3,23,14,15,26,25,33,3,23,39,36,20,1,11,10,24,22,17,11,8,4,7,4,43,13,24,6,12,8,23,10,34,16,5,22,10,11,23,16,3,25,15,19,42,19,28,26,20,12,21,17,9,23,24,8,32,20,19,17,1,8,12,19,42,16,3,10,11,29,19,10,26,2,0,13,9,22,21,6,4,16,1,0,0,0,0,0,6,0,0,8,12,5,4,10,2,10,14,5,6,8,16,0,14,0,0,0,24,2,25,0,30,17,0,2,1,2,5,6,1,0,5,1,2,5,5,1,0,5,0,0,4,1,29,29,13,17,25,35,31,27,16,15,21,15,11,32,26,28,19,25,40,46,8,16,17,7,17,8,18,16,19,3,32,10,40,6,13,30,13,8,10,18
1,83.93882197,35.22625367,99.72924211,71.48963418,43.19471999,168.1806736,99.94970608,98.80300346,106.1165564,160.2389519,18.66559617,17.45055878,18.34262476,21.53841102,3.916350244,26.52249612,19.01201538,19.47056115,3.871098585,5.252667565,27,1,35,16,20,31,35,31,95,136,18,15,4,11,7,13,16,15,17,5,7,17,4,5,5,11,5,2,6,33,60,77,7,12,4,36,17,11,2,26,11,11,14,11,40,11,12,7,7,48,11,22,17,29,7,10,9,3,4,36,4,16,174,30,1,14,9,10,1,17,19,20,6,10,19,22,91,9,93,20,4,41,1,0,7,29,15,14,8,6,14,16,4,19,25,5,12,22,10,2,141,14,5,13,6,3,25,7,4,79,7,10,94,46,4,12,11,11,23,7,4,8,41,4,1,1,22,18,17,4,5,4,0,8,9,11,40,166,4,0,29,21,5,15,11,0,7,0,13,14,0,12,0,13,2,2,1,1,4,17,2,4,2,0,26,5,1,0,4,4,5,15,15,16,10,47,19,10,10,15,18,27,157,23,12,15,8,9,15,27,14,11,160,16,20,8,2,10,21,9,5,5,3,15,1,60,26,5,10,23
0,77.73050365,32.98621709,93.79177197,63.26408971,45.32963914,167.4456022,93.81267349,92.22596705,105.5340901,158.2994227,18.28330056,14.5375062,19.78905875,18.58383159,2.581556101,27.18971902,19.84704549,20.27796512,3.589192828,6.000625524,27,1,37,16,19,16,37,32,96,134,20,16,2,24,9,7,16,22,14,9,16,22,9,10,16,7,13,7,16,25,29,17,12,11,10,19,11,49,7,34,41,7,18,16,8,13,8,12,25,30,19,18,25,51,4,12,7,14,13,20,19,44,42,34,11,9,12,9,13,6,21,6,38,12,3,35,33,27,25,13,7,25,16,18,16,17,21,24,40,3,4,41,20,26,39,30,28,21,6,6,39,21,3,22,17,16,7,13,11,18,20,15,20,18,25,1,9,14,13,6,2,0,0,11,18,7,5,7,9,27,18,8,13,21,28,13,6,16,30,0,41,1,1,8,16,8,6,1,22,13,0,3,0,4,10,6,0,0,1,7,5,2,5,0,9,7,0,0,9,2,15,19,30,56,17,36,13,16,32,24,8,19,19,49,24,32,15,16,15,40,22,14,19,30,55,11,8,8,30,15,17,11,16,45,18,34,6,10,15,2
0,86.48031419,45.64377985,100.2846438,74.97235844,44.27599929,139.0182073,100.2955045,100.2280873,108.4713513,155.4920259,14.9210381,12.52897812,16.14368248,15.60499983,2.87338963,24.31340771,16.15299117,16.28291775,3.191008211,6.203410105,30,1,40,21,18,33,40,36,97,130,11,12,7,38,12,14,21,24,15,2,16,10,12,18,35,20,12,19,23,26,13,7,16,22,15,14,18,8,27,14,19,16,21,23,17,19,20,27,33,4,8,10,23,26,21,33,19,15,13,18,28,15,22,14,16,10,24,13,21,21,4,30,26,20,20,18,28,38,8,13,24,11,12,40,22,19,27,9,17,25,41,23,23,8,21,27,10,9,34,18,27,12,10,16,24,21,12,16,16,15,0,10,11,18,12,2,7,15,0,13,0,0,0,8,10,9,4,6,9,8,5,7,4,17,9,5,11,12,23,1,30,3,11,11,18,1,8,0,9,23,0,1,4,1,0,8,1,0,1,3,4,3,5,3,0,0,0,1,9,1,26,15,20,23,39,52,27,18,28,18,16,18,25,38,21,27,13,15,20,41,5,25,13,13,16,34,24,12,24,17,15,7,16,16,22,28,26,14,13,29
0,87.34661006,32.25831442,104.9798544,73.74744536,42.88677945,179.7173355,105.0671416,103.5053584,104.2015572,163.5390617,20.01928115,18.03252236,20.43493488,22.46061949,3.330206973,31.14921433,20.59680556,21.22826416,4.600249917,6.486352254,16,1,23,8,16,20,23,15,95,134,3,6,41,35,40,30,27,8,4,67,36,9,17,9,9,9,7,21,16,9,15,46,10,27,20,43,35,85,11,18,9,8,22,16,16,30,8,6,4,56,34,50,17,42,40,6,40,18,11,68,14,24,35,10,12,9,2,21,19,22,72,23,53,11,6,27,16,15,26,16,14,26,5,8,14,51,27,24,21,45,11,19,6,34,48,13,14,87,5,38,26,46,7,33,27,14,29,10,8,20,70,28,9,23,16,31,4,16,18,40,32,18,8,20,10,37,8,9,12,14,37,14,41,3,15,32,16,64,21,11,5,29,34,28,17,35,26,7,12,9,3,9,25,18,10,1,6,9,11,9,24,16,6,1,14,14,0,0,3,32,34,9,29,31,28,22,26,20,16,23,14,44,50,8,7,20,59,10,14,36,82,16,25,14,33,1,6,27,45,18,6,13,21,21,16,31,14,16,75,15
0,64.29710755,36.20835985,75.08596897,53.83300026,46.5677097,132.4802261,75.09734946,74.63437812,111.8366395,148.3548462,11.77402443,10.29031688,13.14010901,11.3917265,2.76394629,25.22405652,13.16226388,13.59058039,3.387710797,4.794946014,24,1,33,12,16,39,33,27,98,134,11,12,5,14,4,2,22,24,12,7,16,16,12,18,15,23,12,12,9,22,5,11,26,19,11,7,11,15,18,16,7,9,34,14,13,14,5,15,15,5,11,11,16,11,10,19,16,19,12,3,18,15,13,9,9,12,22,9,29,7,16,12,24,17,6,10,19,36,24,17,26,8,15,37,14,5,7,6,5,16,22,6,25,24,18,21,16,19,16,11,13,9,8,2,11,37,5,15,14,9,7,9,6,12,15,8,6,13,1,3,1,0,0,1,15,0,4,10,7,11,6,8,10,16,15,8,4,2,18,0,11,1,2,2,16,5,14,0,23,15,0,5,1,3,2,2,1,1,10,1,2,4,1,0,0,8,0,0,3,2,61,18,26,20,51,22,31,36,10,10,18,14,9,12,14,23,26,11,34,54,21,13,12,11,13,26,18,8,16,19,20,7,37,7,14,9,6,9,5,13
0,57.84185793,37.40871627,64.58673095,52.42368107,44.04097752,108.8089003,64.59188307,64.83309142,117.44125,142.8833982,19.28604849,14.96474152,20.62331978,19.01375763,5.099790443,23.75744541,20.62770387,22.46585425,3.153935428,4.738576966,9,2,9,7,15,7,9,7,101,126,7,13,17,12,12,11,14,17,9,6,29,9,33,14,27,4,11,17,19,11,14,8,6,9,7,15,15,9,12,17,15,12,8,10,21,14,23,26,9,14,28,10,20,7,11,18,6,11,12,15,26,36,11,11,11,16,12,9,20,12,8,17,20,13,19,8,20,12,16,16,12,6,4,9,10,36,10,36,11,5,18,22,18,18,36,12,17,7,27,9,9,21,11,4,7,13,15,14,27,20,0,7,1,26,12,1,4,9,1,1,0,0,0,6,7,7,4,8,2,14,6,6,15,19,10,0,11,7,7,0,16,0,0,5,13,0,7,0,17,3,6,5,20,11,5,2,21,2,1,18,9,40,6,1,4,5,13,11,7,6,29,38,24,22,29,13,31,18,22,42,23,26,34,8,23,30,8,21,18,41,8,15,20,17,19,19,6,5,23,13,17,16,10,29,14,13,19,11,16,11
0,86.79536162,41.16645484,101.453878,75.42403794,43.22311779,153.7217205,101.4572609,101.0866961,107.4888659,158.3453784,17.24239477,14.94426995,17.62056431,18.74078681,2.81469504,25.73044487,17.6287869,18.33235367,2.682933566,4.977138561,22,1,29,14,20,18,29,24,98,132,20,20,12,16,26,12,12,15,5,18,19,13,10,22,27,21,38,25,17,6,21,9,19,17,9,10,24,18,19,31,31,22,19,15,11,18,20,14,18,18,17,15,42,28,33,10,12,11,21,16,21,34,17,8,21,15,10,19,16,16,11,34,17,21,27,17,20,24,15,11,16,11,5,17,15,34,17,34,29,23,14,30,15,27,41,20,13,17,19,38,20,26,11,27,7,15,23,14,12,5,8,15,14,21,21,10,8,11,2,8,0,0,0,3,8,3,4,5,17,13,10,8,7,6,18,19,8,11,9,1,37,1,7,3,22,0,22,0,14,16,0,3,0,2,3,8,0,0,2,1,3,0,4,0,2,7,2,0,2,3,16,25,30,31,27,24,27,10,18,21,11,24,22,32,31,33,15,40,33,20,14,21,12,13,33,16,15,32,41,5,13,14,11,32,21,24,8,13,26,18
0,79.17599027,33.79468234,93.01493154,69.33834791,42.2468221,165.4874449,93.01935964,92.65173906,108.5287915,158.2850454,17.37849477,14.73745808,17.90591112,18.58368066,2.886830021,25.91045417,17.92088721,18.87918135,2.593890415,4.838609855,12,1,19,2,15,1,19,11,99,118,25,23,13,4,18,26,30,33,22,33,11,11,35,25,26,15,20,29,7,15,29,13,16,51,13,11,37,21,21,10,21,13,31,27,6,29,34,23,20,3,14,14,18,46,24,28,18,15,10,15,34,19,29,5,20,28,19,59,20,28,9,32,40,21,53,23,22,22,17,11,16,25,18,23,23,22,24,13,21,29,11,18,21,39,24,20,8,12,28,31,28,19,64,19,24,15,23,33,29,12,3,22,20,20,30,5,3,8,5,9,0,1,0,4,10,2,10,10,19,3,9,10,13,10,22,9,10,4,12,7,39,2,8,4,18,2,12,1,45,33,21,3,0,6,6,6,1,14,9,7,2,0,2,11,3,5,10,3,9,3,23,19,27,27,24,19,24,25,35,43,8,26,26,20,19,22,4,38,19,52,8,26,11,6,50,20,18,50,26,24,31,31,17,10,25,27,18,28,16,23
0,78.08407131,29.20187766,95.49789927,62.57693199,45.17689829,179.363521,95.49803616,93.49941559,103.9513041,160.791059,17.73865317,12.08025192,18.94294061,18.57253367,2.428361579,20.01179505,18.94338004,19.60860314,2.53859674,4.849545486,20,1,28,8,26,60,28,21,96,140,5,7,11,20,21,14,18,6,4,23,10,6,12,7,6,6,8,20,15,14,4,24,7,8,10,8,8,16,3,34,4,10,6,12,26,6,7,10,9,18,12,28,48,62,17,10,17,5,0,18,10,24,37,0,6,12,7,13,6,11,29,8,14,9,9,43,8,12,40,7,8,39,8,9,2,42,12,19,8,16,11,35,6,47,43,5,1,35,7,16,48,17,7,15,8,9,18,6,9,3,26,5,8,23,31,6,11,12,9,2,9,0,5,2,21,8,7,19,6,20,12,10,22,18,30,9,10,0,29,7,17,6,1,8,8,13,7,10,42,23,0,1,5,4,7,0,1,7,9,4,8,1,4,1,2,9,0,2,11,6,18,9,27,59,9,33,7,13,19,20,12,26,37,11,19,24,29,15,12,21,34,10,16,2,68,5,3,25,42,4,10,8,7,17,13,35,7,9,21,8
1,86.11116363,40.36440922,101.5112054,73.30208762,44.2579168,153.9868887,101.5118131,100.8827656,106.5346044,158.4744925,12.41351261,12.41835418,12.74848948,14.20029864,2.953406808,25.96662737,12.74801321,13.1572497,2.499185835,5.68931422,28,3,26,31,15,33,36,26,97,132,24,16,8,3,5,7,10,27,11,2,7,5,11,9,20,6,7,16,8,13,6,28,19,18,15,16,31,6,10,34,10,11,12,23,16,12,7,10,11,8,15,11,34,32,16,11,6,10,7,9,18,15,29,7,5,15,12,12,22,17,8,33,5,4,25,20,3,27,33,10,25,17,18,22,19,22,23,15,5,12,24,23,14,18,30,4,8,9,8,21,40,15,6,13,5,23,15,18,22,4,1,15,13,21,11,4,0,8,2,1,17,4,1,2,6,4,0,8,9,18,2,1,4,17,10,8,5,14,12,13,22,8,9,5,21,0,12,0,30,18,0,2,15,0,1,1,2,2,10,5,3,10,1,0,3,5,1,0,2,0,29,36,30,14,44,5,22,23,27,27,20,29,9,13,21,17,12,24,45,35,7,10,20,11,28,13,16,14,29,2,14,10,25,12,10,29,9,12,14,18
1,64.52543022,42.74680242,72.16064586,57.84625746,44.94602754,109.6598504,72.23564179,72.85299821,116.1576326,143.7923547,19.34969573,18.56402798,19.29512122,20.46325991,3.672483562,32.95880914,19.51711974,21.32703523,2.713106745,4.050565351,17,1,22,8,17,17,22,15,101,128,6,18,8,16,23,7,13,29,24,17,27,30,7,7,11,14,10,20,19,24,13,25,24,30,19,16,28,27,24,9,14,24,13,13,15,21,22,26,10,11,11,11,9,5,20,25,11,10,10,10,43,9,38,29,27,11,29,9,40,8,8,24,24,7,17,8,15,45,32,39,17,13,23,16,17,16,19,8,16,20,19,5,37,15,17,18,17,7,31,32,32,24,9,4,13,35,11,17,35,21,3,5,23,33,14,2,4,6,4,4,0,0,3,1,3,18,0,5,16,8,3,2,19,11,6,14,23,20,10,0,18,4,3,7,19,2,13,0,9,4,2,4,2,3,3,3,1,5,0,8,1,0,1,0,7,4,5,4,3,1,53,24,23,7,52,12,20,43,30,7,38,18,8,19,23,17,9,15,63,19,7,20,35,27,12,22,20,12,13,13,35,15,34,4,23,14,15,7,23,13
0,81.51627493,36.28816718,96.23645213,69.85192792,43.49301098,160.7136716,96.23829292,95.52964118,107.3610254,158.2264998,17.13221159,13.28507499,18.43575248,17.56010754,2.665339881,25.60070845,18.43425128,19.13148985,3.05826625,5.588689748,8,1,11,2,11,29,11,7,97,130,17,16,12,15,10,14,19,16,18,24,8,19,30,24,11,20,24,34,13,16,0,6,19,70,12,11,25,12,18,14,18,24,28,22,4,18,24,17,9,5,7,3,7,15,16,26,9,9,26,5,25,11,8,8,36,49,12,65,16,27,5,24,10,22,34,16,8,27,7,24,22,16,32,21,30,3,26,10,28,24,7,13,18,10,3,42,7,3,22,41,18,15,44,12,12,15,53,40,24,2,2,13,13,22,10,0,7,2,1,0,0,0,0,0,2,2,1,6,2,6,3,9,3,14,6,2,3,3,8,3,16,5,0,2,5,0,7,4,31,15,0,0,1,1,3,0,1,2,5,0,1,2,2,0,1,6,1,0,1,0,15,36,31,5,34,23,19,23,41,27,24,33,20,21,19,22,7,32,28,39,2,17,4,15,11,21,15,41,6,1,16,50,16,20,52,18,8,29,12,25
0,92.99696596,39.46892747,107.1512098,85.63018717,39.54342554,163.87599,107.287427,107.6854189,108.7679569,162.1216964,17.17596979,18.29907713,16.38775671,20.42690095,3.338065812,32.2319498,16.82636418,17.45131369,3.983931528,5.672322147,27,1,34,19,19,3,34,29,98,127,15,14,26,7,11,5,18,13,11,30,27,9,41,11,25,19,5,49,7,20,34,48,12,21,9,20,23,37,11,17,13,10,14,13,42,18,13,21,19,39,16,20,21,17,43,8,6,22,9,38,10,29,81,28,18,10,8,39,6,17,16,13,27,11,25,26,62,15,53,20,17,21,7,6,15,34,17,35,24,27,11,27,10,29,41,11,15,16,5,43,42,16,27,28,23,13,15,22,3,66,5,19,42,27,20,2,5,12,19,9,0,0,0,3,8,1,30,17,26,4,7,3,2,9,2,14,27,81,10,0,12,1,4,3,46,0,13,0,29,17,0,14,0,3,3,3,0,2,3,11,0,0,1,0,13,7,3,0,4,4,11,13,45,13,32,26,20,9,22,34,13,16,74,34,12,31,12,27,27,29,24,12,80,14,22,10,10,59,31,40,8,9,8,19,17,22,9,16,30,16
1,83.51669294,39.62187604,99.18836843,69.46942349,45.12254251,155.5939646,99.20841121,98.19520324,106.0031753,157.7417464,14.69398151,14.82053663,14.90467242,15.41519783,2.653306134,24.84786099,14.98125899,15.42488837,2.363425439,3.778475306,35,1,45,25,19,31,45,42,96,138,32,11,2,6,0,5,23,32,11,9,3,34,9,15,7,24,20,9,8,19,6,3,24,34,17,16,26,10,14,3,39,22,11,6,3,17,21,24,40,3,5,21,16,22,5,13,15,14,39,5,40,22,25,15,12,4,8,8,23,5,17,14,27,28,6,10,13,25,14,13,22,19,37,31,14,7,9,20,13,4,4,25,36,10,15,38,10,19,12,9,27,12,2,3,25,29,9,16,21,10,12,7,8,19,16,2,4,9,1,3,3,2,0,0,13,2,6,11,8,15,2,11,2,23,18,8,11,3,15,1,29,2,2,7,13,16,5,0,33,8,0,2,0,2,3,12,4,0,3,3,2,0,3,0,0,5,0,0,3,2,33,37,23,18,26,18,15,16,18,32,37,9,14,36,24,40,20,24,37,23,19,19,11,28,14,19,12,5,13,13,33,10,26,22,25,29,5,6,5,3
1,91.96765152,45.83374036,107.030854,79.98765502,43.55926889,147.4957788,107.0319706,106.7159695,106.9992161,158.5369081,15.73914182,14.41553401,15.83897604,17.38191706,2.502594105,25.25705612,15.84468891,16.39968584,2.243405158,5.003454277,25,1,37,11,22,20,37,31,99,129,10,13,11,12,10,12,24,18,11,23,18,15,18,24,11,14,30,21,7,9,10,10,7,30,7,13,27,20,9,15,20,26,30,26,25,16,12,19,19,9,8,9,28,16,22,21,18,5,15,31,30,13,22,12,24,12,19,21,18,11,15,21,18,14,17,12,20,37,23,21,8,16,13,14,20,26,11,15,12,25,21,18,19,11,32,24,16,12,11,33,33,23,12,14,17,20,13,7,17,10,16,9,15,15,8,10,2,9,1,14,10,6,4,7,8,5,13,6,7,1,6,3,21,18,15,8,10,6,34,6,19,17,5,5,6,12,9,2,9,19,2,4,6,3,1,3,6,3,3,3,3,11,3,3,0,1,0,4,4,1,43,10,27,22,36,48,19,19,18,18,40,19,12,48,9,22,18,13,15,33,17,16,13,21,14,17,13,32,30,4,21,9,18,9,23,36,14,8,27,13
0,69.74253459,38.95585483,80.25240973,60.88721048,44.37067215,132.5684695,80.26106083,80.42302052,112.3600761,149.7299936,15.08227032,12.22156193,15.89943492,15.70665915,2.87531724,22.35329201,15.93275072,16.74382438,2.575629917,4.643232572,26,5,33,18,16,25,33,27,100,130,26,10,9,12,6,11,22,23,9,8,19,25,24,17,21,23,6,17,12,30,42,38,13,28,20,19,11,48,3,26,22,15,14,17,5,17,6,11,13,27,22,25,23,36,4,16,21,25,15,6,26,54,35,42,9,9,17,8,17,8,19,12,62,11,10,21,63,26,27,24,18,18,15,12,15,21,25,34,3,4,9,44,28,31,21,13,28,26,23,5,34,16,8,4,20,23,11,10,18,64,10,15,39,37,18,11,10,6,4,0,0,0,0,1,17,0,16,23,23,17,3,15,0,27,20,23,28,11,20,0,17,0,0,2,36,3,12,4,35,12,2,8,1,2,3,3,0,4,8,9,0,0,1,1,11,6,0,1,15,5,19,22,25,36,25,28,12,17,21,16,12,26,42,35,12,36,14,20,30,49,34,26,31,14,39,21,13,6,16,45,17,14,18,35,15,38,8,10,13,9
1,68.89670921,32.23460519,83.76636638,53.70634695,47.68478728,157.8537221,83.77017336,82.09804958,106.5683307,154.1578575,11.38420485,8.543565685,12.50306663,11.10288356,2.037806452,17.01969834,12.52152738,12.92467971,2.135852408,3.515531935,31,1,43,15,18,21,43,38,97,130,11,10,3,4,8,6,6,9,6,10,34,5,24,6,15,8,7,13,5,3,16,5,15,7,5,10,11,2,13,12,3,8,8,6,8,10,5,6,4,6,4,9,9,12,10,4,2,3,5,1,17,11,9,7,10,9,12,19,14,4,6,7,6,7,10,1,11,6,8,6,6,10,3,6,16,5,17,7,10,11,9,12,16,10,9,8,8,8,5,16,8,8,13,3,3,4,6,14,15,5,6,1,3,4,4,1,2,0,0,0,0,0,0,1,2,0,1,5,2,2,2,0,1,5,2,2,3,0,0,0,9,0,0,0,9,6,2,0,6,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,4,17,21,39,6,31,9,18,31,37,19,28,16,1,13,17,21,15,16,58,34,7,8,6,3,12,6,15,18,10,2,9,10,11,11,8,8,9,4,5,9
